home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct,played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season,fk
227.71428571428572,239,79.85714285714286,104.28571428571429,17.142857142857142,22,0.42857142857142855,264,286.85714285714283,123.85714285714286,80.14285714285714,27.285714285714285,28,0.2857142857142857,True,Rams,Panthers,LA,CAR,10,13,away,23,280,185,59,59,9,2016,Rams_Panthers_9_2016
229.57142857142858,231.42857142857142,120,135.57142857142858,20.857142857142858,22.714285714285715,0.42857142857142855,230.625,289.125,110.125,74,18.75,26,0.375,True,Dolphins,Jets,MIA,NYJ,27,23,home,50,137,191,137,140,9,2016,Dolphins_Jets_9_2016
221.42857142857142,204.57142857142858,71.85714285714286,92.57142857142857,19.857142857142858,14.857142857142858,0.7142857142857143,255.625,259.375,85.5,110.625,22.875,23.75,0.5,True,Vikings,Lions,MIN,DET,16,22,away,38,259,214,78,97,9,2016,Vikings_Lions_9_2016
258.42857142857144,229.71428571428572,81.42857142857143,89.71428571428571,18.714285714285715,15.571428571428571,0.6428571428571429,179.375,241.875,154.125,118.375,26.5,21.5,0.5,True,Seahawks,Bills,SEA,BUF,31,25,home,56,245,263,33,162,9,2016,Seahawks_Bills_9_2016
275,267.42857142857144,70.28571428571429,93.57142857142857,19,20.142857142857142,0.5714285714285714,208.28571428571428,214.14285714285714,109.42857142857143,114.71428571428571,25.571428571428573,16.714285714285715,0.5714285714285714,True,Giants,Eagles,NYG,PHI,28,23,home,51,248,347,54,96,9,2016,Giants_Eagles_9_2016
252,244.85714285714286,106.28571428571429,113,23.714285714285715,19.571428571428573,0.7142857142857143,258,224.57142857142858,72.57142857142857,124.71428571428571,19.857142857142858,28,0.2857142857142857,True,Chiefs,Jaguars,KC,JAC,19,14,home,33,169,244,62,205,9,2016,Chiefs_Jaguars_9_2016
237,247.14285714285714,105.28571428571429,74.42857142857143,24.571428571428573,22.285714285714285,0.5714285714285714,260.875,287.75,99.625,114.75,26,28.75,0.375,True,Packers,Colts,GB,IND,26,31,away,57,289,270,116,85,9,2016,Packers_Colts_9_2016
263.875,252.5,116.375,101.625,27.125,16.5,0.875,256.75,233.875,75.375,98.75,20.25,16.75,0.6875,True,Patriots,Seahawks,NE,SEA,24,31,away,55,304,324,81,96,10,2016,Patriots_Seahawks_10_2016
271.3333333333333,279.3333333333333,106.66666666666667,85.33333333333333,29.77777777777778,27.444444444444443,0.4444444444444444,218,226.375,122.125,136.125,21.625,22.75,0.5,True,Chargers,Dolphins,SD,MIA,24,31,away,55,309,231,70,106,10,2016,Chargers_Dolphins_10_2016
298.75,246,111.5,123.75,23.25,23.625,0.5625,226.125,205.75,72.625,93.125,19.375,15.75,0.625,True,Redskins,Vikings,WAS,MIN,26,20,home,46,260,284,128,47,10,2016,Redskins_Vikings_10_2016
264.375,276,96,99.625,23,21.375,0.5,246.25,246,165.25,86.875,27.875,17.5,0.875,True,Steelers,Cowboys,PIT,DAL,30,35,away,65,400,295,48,127,10,2016,Steelers_Cowboys_10_2016
226.22222222222223,272.22222222222223,113.44444444444444,81,19.22222222222222,26.11111111111111,0.3333333333333333,234.25,232.25,77.25,98.625,16.25,20.875,0.375,True,Jets,Rams,NYJ,LA,6,9,away,15,157,155,139,125,10,2016,Jets_Rams_10_2016
261.625,194.875,112.75,102.125,22.375,17.5,0.4375,190.375,235,124.125,193,20.875,32.5,0.125,True,Cardinals,49ers,ARI,SF,23,20,home,43,363,198,80,83,10,2016,Cardinals_49ers_10_2016
254.125,286,115.75,77.5,25.5,25.75,0.375,241.625,244.75,100.75,124.5,23.125,18.875,0.75,True,Panthers,Chiefs,CAR,KC,17,20,away,37,242,165,99,91,10,2016,Panthers_Chiefs_10_2016
225.625,218.375,107.75,107.125,25.25,18.125,0.5,315,289.8888888888889,114.22222222222223,91.22222222222223,33.888888888888886,28.77777777777778,0.6666666666666666,True,Eagles,Falcons,PHI,ATL,24,15,home,39,221,255,208,48,10,2016,Eagles_Falcons_10_2016
243.375,222.625,81.75,76.125,19.25,19.125,0.5,234.66666666666666,275.22222222222223,106.33333333333333,146.44444444444446,18.666666666666668,30.333333333333332,0,True,Ravens,Browns,BAL,CLE,28,7,home,35,277,111,119,33,10,2016,Ravens_Browns_10_2016
235.22222222222223,260.44444444444446,144.22222222222223,96.44444444444444,24.11111111111111,25.11111111111111,0.4444444444444444,243.5,250,106.625,75.75,24.75,23.375,0.5,True,Titans,Packers,TEN,GB,47,25,home,72,292,333,154,69,10,2016,Titans_Packers_10_2016
256.25,217.625,89.125,116.875,19.125,26.875,0.25,199.25,190.5,114,125.75,17.125,20.875,0.625,True,Jaguars,Texans,JAC,HOU,21,24,away,45,247,92,80,181,10,2016,Jaguars_Texans_10_2016
326.375,300,108.125,108.5,30.25,29.75,0.5,226.55555555555554,183.33333333333334,96.77777777777777,128.55555555555554,23.77777777777778,18.444444444444443,0.6666666666666666,True,Saints,Broncos,NO,DEN,23,25,away,48,293,234,80,103,10,2016,Saints_Broncos_10_2016
249.25,281,108,117.875,22.5,29,0.375,258.75,238.125,96.625,100.75,16.375,22.375,0.25,True,Buccaneers,Bears,TB,CHI,36,10,home,46,280,161,80,122,10,2016,Buccaneers_Bears_10_2016
271.625,277.375,68.25,93.875,20.125,20.5,0.625,275.125,262.375,120.25,116.125,20.875,23.625,0.4375,True,Giants,Bengals,NYG,CIN,21,20,home,41,229,186,122,78,10,2016,Giants_Bengals_10_2016
264.22222222222223,241.66666666666666,77.66666666666667,96.77777777777777,21.444444444444443,17.555555555555557,0.7222222222222222,225.11111111111111,222.44444444444446,118.88888888888889,100.55555555555556,25.11111111111111,17.77777777777778,0.5555555555555556,True,Seahawks,Eagles,SEA,PHI,26,15,home,41,287,195,152,113,11,2016,Seahawks_Eagles_11_2016
222.3,275.4,99,143.7,17.5,30.1,0,279.44444444444446,278.1111111111111,90.66666666666667,102.66666666666667,23.77777777777778,22.88888888888889,0.4444444444444444,True,Browns,Steelers,CLE,PIT,9,24,away,33,176,167,33,146,11,2016,Browns_Steelers_11_2016
294.44444444444446,250.22222222222223,113.33333333333333,115.22222222222223,23.555555555555557,23.22222222222222,0.6111111111111112,253.44444444444446,254.66666666666666,102.44444444444444,84.44444444444444,24.77777777777778,26,0.4444444444444444,True,Redskins,Packers,WAS,GB,42,24,home,66,364,340,151,84,11,2016,Redskins_Packers_11_2016
232.55555555555554,211.77777777777777,69.77777777777777,97,19.444444444444443,16.88888888888889,0.5555555555555556,272.8888888888889,195.22222222222223,109.11111111111111,100,22.444444444444443,17.77777777777778,0.5,True,Vikings,Cardinals,MIN,ARI,30,24,home,54,145,155,72,135,11,2016,Vikings_Cardinals_11_2016
265.22222222222223,258.6666666666667,115.55555555555556,116.77777777777777,20.77777777777778,23.333333333333332,0.3888888888888889,188.66666666666666,242.22222222222223,155,108.88888888888889,26.333333333333332,22.555555555555557,0.4444444444444444,True,Bengals,Bills,CIN,BUF,12,16,away,28,207,159,93,183,11,2016,Bengals_Bills_11_2016
191.22222222222223,249.22222222222223,119.55555555555556,180.44444444444446,20.77777777777778,31.444444444444443,0.1111111111111111,268.3333333333333,260.44444444444446,112.44444444444444,101,26.77777777777778,18.11111111111111,0.7777777777777778,True,49ers,Patriots,SF,NE,17,30,away,47,177,273,122,171,11,2016,49ers_Patriots_11_2016
251.66666666666666,263.1111111111111,161,82.55555555555556,28.666666666666668,18.88888888888889,0.8888888888888888,247.11111111111111,210.22222222222223,85.88888888888889,71.33333333333333,20.22222222222222,17.77777777777778,0.5555555555555556,True,Cowboys,Ravens,DAL,BAL,27,17,home,44,299,267,118,101,11,2016,Cowboys_Ravens_11_2016
273.3333333333333,283.22222222222223,127.77777777777777,114.77777777777777,27.22222222222222,24.77777777777778,0.7777777777777778,187.33333333333334,196.77777777777777,121.44444444444444,120.66666666666667,17.88888888888889,20.88888888888889,0.6666666666666666,True,Raiders,Texans,OAK,HOU,27,20,home,47,295,230,30,124,11,2016,Raiders_Texans_11_2016
252.77777777777777,272.55555555555554,113.88888888888889,79,24.555555555555557,25.11111111111111,0.3333333333333333,322.6666666666667,292.6666666666667,105,107.88888888888889,29.444444444444443,29.22222222222222,0.4444444444444444,True,Panthers,Saints,CAR,NO,23,20,home,43,173,264,50,107,11,2016,Panthers_Saints_11_2016
251,259.3333333333333,86.77777777777777,107,22.77777777777778,22.88888888888889,0.5555555555555556,255.22222222222223,203.66666666666666,88.11111111111111,124,19.333333333333332,26.555555555555557,0.2222222222222222,True,Lions,Jaguars,DET,JAC,26,19,home,45,263,202,14,83,11,2016,Lions_Jaguars_11_2016
225.44444444444446,223.88888888888889,82.55555555555556,103.11111111111111,15.444444444444445,19.22222222222222,0.4444444444444444,219.44444444444446,235.55555555555554,120.33333333333333,128.77777777777777,22.666666666666668,22.88888888888889,0.5555555555555556,True,Rams,Dolphins,LA,MIA,10,14,away,24,125,142,102,98,11,2016,Rams_Dolphins_11_2016
233.11111111111111,244.44444444444446,99.66666666666667,121.66666666666667,22.77777777777778,18.666666666666668,0.7777777777777778,252.66666666666666,267.6666666666667,104.88888888888889,118.33333333333333,24,26.88888888888889,0.4444444444444444,True,Chiefs,Buccaneers,KC,TB,17,19,away,36,261,326,82,116,11,2016,Chiefs_Buccaneers_11_2016
261.8888888888889,287.8888888888889,98,114.88888888888889,26.555555555555557,28.444444444444443,0.4444444444444444,240.9,267.7,145.2,93.7,26.4,25.1,0.5,True,Colts,Titans,IND,TEN,24,17,home,41,251,254,76,97,11,2016,Colts_Titans_11_2016
266.8888888888889,267.22222222222223,74.22222222222223,92.11111111111111,20.22222222222222,20.444444444444443,0.6666666666666666,247.88888888888889,242.77777777777777,99.44444444444444,98.44444444444444,15.666666666666666,23.88888888888889,0.2222222222222222,True,Giants,Bears,NYG,CHI,22,16,home,38,227,222,102,93,11,2016,Giants_Bears_11_2016
219.3,260.5,116,85.4,17.9,24.4,0.3,268.8,252.1,118.3,103.1,27.1,18,0.8,True,Jets,Patriots,NYJ,NE,17,22,away,39,269,286,64,91,12,2016,Jets_Patriots_12_2016
222.1,228.9,118.3,105.7,24.1,18.6,0.5,262.1,265.6,100.6,91.1,24.7,27.6,0.4,True,Eagles,Packers,PHI,GB,13,27,away,40,211,313,81,74,12,2016,Eagles_Packers_12_2016
309,283,107.6,102.9,32,28.3,0.6,261.1,190.2,111.7,97.2,22.6,19,0.45,True,Falcons,Cardinals,ATL,ARI,38,19,home,57,244,274,116,58,12,2016,Falcons_Cardinals_12_2016
316.8,280.7,105.2,102.1,28.5,28.6,0.4,215.4,215.7,84.5,102.6,14.9,18.7,0.4,True,Saints,Rams,NO,LA,49,21,home,70,346,178,209,69,12,2016,Saints_Rams_12_2016
227.3,194.3,97.4,123.7,23.9,18.9,0.7,235.9,252.6,97.9,121.1,22.2,18.7,0.7,True,Broncos,Chiefs,DEN,KC,27,30,away,57,340,190,124,83,12,2016,Broncos_Chiefs_12_2016
191.6,206.6,121.7,111.6,18.1,21.5,0.6,275.1,274.5,103,87.4,29.2,27.8,0.4,True,Texans,Chargers,HOU,SD,13,21,away,34,239,235,114,67,12,2016,Texans_Chargers_12_2016
256.4,263.5,156.7,84.4,28.5,18.7,0.9,301.4,259.2,117.1,112.1,25.4,23.3,0.65,True,Cowboys,Redskins,DAL,WAS,31,26,home,57,190,449,163,56,12,2016,Cowboys_Redskins_12_2016
249.1,219.1,87.4,76,19.9,18.7,0.5,259.4,248.7,113.3,123.4,19.9,22.6,0.35,True,Ravens,Bengals,BAL,CIN,19,14,home,33,219,261,92,64,12,2016,Ravens_Bengals_12_2016
185.7,238.7,157.8,107.3,25.3,21.5,0.5,249.9,209.6,87.6,113,19.3,26.5,0.2,True,Bills,Jaguars,BUF,JAC,28,21,home,49,151,118,153,183,12,2016,Bills_Jaguars_12_2016
260,267,106,114.7,23.5,25.9,0.5,266.5,237,85.1,98.4,21.9,17.3,0.75,True,Buccaneers,Seahawks,TB,SEA,14,5,home,19,220,118,118,127,12,2016,Buccaneers_Seahawks_12_2016
211.7,224.5,118.1,126.1,21.8,21.6,0.6,189.8,251.6,119.8,179.5,20.4,31.3,0.1,True,Dolphins,49ers,MIA,SF,31,24,home,55,263,282,95,193,12,2016,Dolphins_49ers_12_2016
218.0909090909091,265.54545454545456,93,143.9090909090909,16.727272727272727,29.545454545454547,0,262.9,262.7,77,92.2,20.4,20,0.7,True,Browns,Giants,CLE,NYG,13,27,away,40,285,192,58,104,12,2016,Browns_Giants_12_2016
275.5,277.9,118,115.7,27.2,24.3,0.8,244.8,271.7,107.5,81.8,24.4,24.6,0.4,True,Raiders,Panthers,OAK,CAR,35,32,home,67,310,229,56,129,12,2016,Raiders_Panthers_12_2016
245.3,241.2,98.8,98.8,15.7,23.7,0.2,242.0909090909091,266.1818181818182,140.8181818181818,92.0909090909091,25.545454545454547,25,0.45454545454545453,True,Bears,Titans,CHI,TEN,21,27,away,48,316,226,95,149,12,2016,Bears_Titans_12_2016
252.2,253.6,79.5,104.6,23.1,22.5,0.6,223.8,206.1,70,100.8,20.5,17.6,0.6,True,Lions,Vikings,DET,MIN,16,13,home,29,214,224,94,82,12,2016,Lions_Vikings_12_2016
260.8,284.5,95.8,113.1,26.3,27.3,0.5,268.2,267.9,96.2,95.7,23.8,21.5,0.5,True,Colts,Steelers,IND,PIT,7,28,away,35,219,221,91,148,12,2016,Colts_Steelers_12_2016
223.8181818181818,262.8181818181818,111.27272727272727,85.9090909090909,17.818181818181817,24.181818181818183,0.2727272727272727,257,278.72727272727275,95.36363636363636,116.27272727272727,24.545454545454547,27.363636363636363,0.45454545454545453,True,Jets,Colts,NYJ,IND,10,41,away,51,214,282,36,139,13,2016,Jets_Colts_13_2016
262.27272727272725,195.0909090909091,106.81818181818181,98.9090909090909,22.272727272727273,20.727272727272727,0.4090909090909091,314.8181818181818,252.9090909090909,111.54545454545455,116.72727272727273,25.454545454545453,24,0.5909090909090909,True,Cardinals,Redskins,ARI,WAS,31,23,home,54,281,246,88,87,13,2016,Cardinals_Redskins_13_2016
237.9090909090909,204.27272727272728,96.27272727272727,116.63636363636364,19.454545454545453,26.636363636363637,0.18181818181818182,237.54545454545453,193.9090909090909,99.81818181818181,120,24.181818181818183,19.90909090909091,0.6363636363636364,True,Jaguars,Broncos,JAC,DEN,10,20,away,30,179,102,154,104,13,2016,Jaguars_Broncos_13_2016
246.36363636363637,222.9090909090909,87.81818181818181,74.9090909090909,19.818181818181817,18.272727272727273,0.5454545454545454,216.36363636363637,229.72727272727272,116,132.1818181818182,22.636363636363637,21.818181818181817,0.6363636363636364,True,Ravens,Dolphins,BAL,MIA,38,6,home,44,386,215,110,62,13,2016,Ravens_Dolphins_13_2016
266.72727272727275,260.6363636363636,98.18181818181819,90.18181818181819,24.90909090909091,26.272727272727273,0.45454545454545453,195.9090909090909,209.1818181818182,121,107.54545454545455,17.636363636363637,21.454545454545453,0.5454545454545454,True,Packers,Texans,GB,HOU,21,13,home,34,200,184,109,123,13,2016,Packers_Texans_13_2016
303.09090909090907,282.1818181818182,108.36363636363636,98.81818181818181,32.54545454545455,27.454545454545453,0.6363636363636364,231.72727272727272,260.54545454545456,96.54545454545455,121.36363636363636,22.90909090909091,19.454545454545453,0.7272727272727273,True,Falcons,Chiefs,ATL,KC,28,29,away,57,290,266,128,123,13,2016,Falcons_Chiefs_13_2016
251.72727272727272,239.8181818181818,98.45454545454545,103.36363636363636,16.181818181818183,24,0.18181818181818182,198.1818181818182,252.63636363636363,126.45454545454545,171.8181818181818,20.727272727272727,31.272727272727273,0.09090909090909091,True,Bears,49ers,CHI,SF,26,6,home,32,184,6,142,141,13,2016,Bears_49ers_13_2016
278.6363636363636,273.45454545454544,112.36363636363636,116.9090909090909,27.90909090909091,25,0.8181818181818182,182.54545454545453,227.72727272727272,157.36363636363637,114.18181818181819,25.545454545454547,21.454545454545453,0.5454545454545454,True,Raiders,Bills,OAK,BUF,38,24,home,62,260,170,139,212,13,2016,Raiders_Bills_13_2016
259.54545454545456,246,108.81818181818181,120.54545454545455,19.363636363636363,22.272727272727273,0.3181818181818182,221.0909090909091,236.54545454545453,114.9090909090909,102.81818181818181,23.09090909090909,19.363636363636363,0.45454545454545453,True,Bengals,Eagles,CIN,PHI,32,14,home,46,332,306,80,53,13,2016,Bengals_Eagles_13_2016
271.45454545454544,271.27272727272725,99.72727272727273,89.81818181818181,28.454545454545453,26.454545454545453,0.45454545454545453,256.3636363636364,253.45454545454547,107.0909090909091,115.81818181818181,22.636363636363637,24,0.5454545454545454,True,Chargers,Buccaneers,SD,TB,21,28,away,49,211,268,119,81,13,2016,Chargers_Buccaneers_13_2016
270.3636363636364,253.63636363636363,115.81818181818181,99.54545454545455,26.636363636363637,17.90909090909091,0.8181818181818182,212,227.54545454545453,83.0909090909091,112.27272727272727,15.454545454545455,21.454545454545453,0.36363636363636365,True,Patriots,Rams,NE,LA,26,10,home,36,269,126,133,36,13,2016,Patriots_Rams_13_2016
263.90909090909093,263.45454545454544,100.9090909090909,95.27272727272727,24.181818181818183,20.181818181818183,0.5454545454545454,256.45454545454544,264.72727272727275,79.45454545454545,89.0909090909091,21,19.363636363636363,0.7272727272727273,True,Steelers,Giants,PIT,NYG,24,14,home,38,272,178,117,56,13,2016,Steelers_Giants_13_2016
223.8181818181818,206.8181818181818,71.0909090909091,100.18181818181819,19.818181818181817,17.454545454545453,0.5454545454545454,250.36363636363637,280.3636363636364,157.27272727272728,81.81818181818181,28.727272727272727,19.363636363636363,0.9090909090909091,True,Vikings,Cowboys,MIN,DAL,15,17,away,32,231,124,87,140,13,2016,Vikings_Cowboys_13_2016
319.45454545454544,271.3636363636364,114.63636363636364,99.0909090909091,30.363636363636363,27.90909090909091,0.45454545454545453,248.72727272727272,250.9090909090909,80.81818181818181,102.54545454545455,22.454545454545453,21.636363636363637,0.6363636363636364,True,Saints,Lions,NO,DET,13,28,away,41,319,337,50,85,13,2016,Saints_Lions_13_2016
253,235.45454545454547,88.9090909090909,100.18181818181819,20.363636363636363,17,0.6818181818181818,243.36363636363637,275.1818181818182,109.45454545454545,79.45454545454545,25.09090909090909,25.545454545454547,0.36363636363636365,True,Seahawks,Panthers,SEA,CAR,40,7,home,47,294,182,240,89,13,2016,Seahawks_Panthers_13_2016
270.25,243,117.25,94.25,26.583333333333332,17.25,0.8333333333333334,258,222.25,89.66666666666667,73.83333333333333,21.333333333333332,17.25,0.5833333333333334,True,Patriots,Ravens,NE,BAL,30,23,home,53,401,306,95,42,14,2016,Patriots_Ravens_14_2016
228.16666666666666,244.5,109.75,100.91666666666667,22.333333333333332,20.416666666666668,0.4166666666666667,309.0833333333333,255.25,109.5,114.33333333333333,25.25,24.583333333333332,0.5416666666666666,True,Eagles,Redskins,PHI,WAS,22,27,away,49,288,227,95,107,14,2016,Eagles_Redskins_14_2016
261.1666666666667,254.25,99.08333333333333,92.91666666666667,24.583333333333332,25.166666666666668,0.5,256.4166666666667,231,101.5,99.25,22,16.166666666666668,0.7083333333333334,True,Packers,Seahawks,GB,SEA,38,10,home,48,237,218,93,136,14,2016,Packers_Seahawks_14_2016
216.25,242.75,111.5,130.33333333333334,21.25,23.166666666666668,0.5833333333333334,263.8333333333333,199.33333333333334,105.25,97.91666666666667,23,20.916666666666668,0.4583333333333333,True,Dolphins,Cardinals,MIA,ARI,26,23,home,49,231,125,83,175,14,2016,Dolphins_Cardinals_14_2016
257.3333333333333,249.91666666666666,104.91666666666667,116.08333333333333,23.083333333333332,23.75,0.5833333333333334,319.4166666666667,276.8333333333333,109.25,97.91666666666667,28.916666666666668,27.916666666666668,0.4166666666666667,True,Buccaneers,Saints,TB,NO,16,11,home,27,166,248,104,46,14,2016,Buccaneers_Saints_14_2016
240.75,270.3333333333333,141.5,92.33333333333333,25.666666666666668,24.666666666666668,0.5,226.25,192.66666666666666,100.16666666666667,122.83333333333333,23.833333333333332,19.083333333333332,0.6666666666666666,True,Titans,Broncos,TEN,DEN,13,10,home,23,73,330,180,18,14,2016,Titans_Broncos_14_2016
234.58333333333334,263,98.75,121.91666666666667,23.416666666666668,20.166666666666668,0.75,277.0833333333333,264.8333333333333,114.58333333333333,124.83333333333333,28.75,24.916666666666668,0.8333333333333334,True,Chiefs,Raiders,KC,OAK,21,13,home,34,258,109,65,135,14,2016,Chiefs_Raiders_14_2016
204.83333333333334,231,79.16666666666667,114,15,21.833333333333332,0.3333333333333333,302,280.8333333333333,110,100.83333333333333,32.166666666666664,27.583333333333332,0.5833333333333334,True,Rams,Falcons,LA,ATL,14,42,away,56,208,220,104,66,14,2016,Rams_Falcons_14_2016
256.0833333333333,256.5833333333333,81.16666666666667,98.16666666666667,22.916666666666668,20.916666666666668,0.6666666666666666,246.08333333333334,220.33333333333334,102.08333333333333,106.5,17,22.5,0.25,True,Lions,Bears,DET,CHI,20,17,home,37,209,204,114,92,14,2016,Lions_Bears_14_2016
182.16666666666666,246.91666666666666,127.66666666666667,169.33333333333334,19.5,30.833333333333332,0.08333333333333333,223,264.4166666666667,105,90.33333333333333,17.166666666666668,25.583333333333332,0.25,True,49ers,Jets,SF,NYJ,17,23,away,40,116,216,248,188,14,2016,49ers_Jets_14_2016
249.91666666666666,265.3333333333333,77.5,91.41666666666667,20.416666666666668,19.75,0.6666666666666666,239.83333333333334,276.25,155.83333333333334,82.25,27.75,19,0.9166666666666666,True,Giants,Cowboys,NYG,DAL,10,7,home,17,167,152,93,108,14,2016,Giants_Cowboys_14_2016
181.5,230.41666666666666,161.91666666666666,116.25,25.416666666666668,22.833333333333332,0.5,264.5833333333333,256.3333333333333,102.25,92,24.166666666666668,19.666666666666668,0.5833333333333334,True,Bills,Steelers,BUF,PIT,20,27,away,47,208,220,67,240,14,2016,Bills_Steelers_14_2016
238.25,276.75,107.75,92.83333333333333,23.583333333333332,26.75,0.3333333333333333,266.4166666666667,271,101.33333333333333,89.08333333333333,27.833333333333332,26.583333333333332,0.4166666666666667,True,Panthers,Chargers,CAR,SD,28,16,home,44,146,220,126,58,14,2016,Panthers_Chargers_14_2016
233,195.75,101.08333333333333,115.58333333333333,18.666666666666668,26.083333333333332,0.16666666666666666,224.41666666666666,199.91666666666666,72.41666666666667,103.5,19.416666666666668,17.416666666666668,0.5,True,Jaguars,Vikings,JAC,MIN,16,25,away,41,230,292,85,85,14,2016,Jaguars_Vikings_14_2016
259.0833333333333,273.3333333333333,99,109.58333333333333,25.916666666666668,25.916666666666668,0.5,194.91666666666666,208.41666666666666,121.16666666666667,107.66666666666667,17.25,21.416666666666668,0.5,True,Colts,Texans,IND,HOU,17,22,away,39,265,131,83,185,14,2016,Colts_Texans_14_2016
223.66666666666666,259.4166666666667,90.08333333333333,140.58333333333334,16.416666666666668,29.333333333333332,0,265.5833333333333,251,106.41666666666667,114.91666666666667,20.416666666666668,21.583333333333332,0.375,True,Browns,Bengals,CLE,CIN,10,23,away,33,85,147,169,213,14,2016,Browns_Bengals_14_2016
229.6153846153846,202.23076923076923,73.38461538461539,102.07692307692308,19.846153846153847,17.307692307692307,0.5384615384615384,259.53846153846155,262.38461538461536,97.76923076923077,115.38461538461539,25.23076923076923,25.615384615384617,0.46153846153846156,True,Vikings,Colts,MIN,IND,6,34,away,40,248,250,34,161,15,2016,Vikings_Colts_15_2016
243.53846153846155,256.61538461538464,78.6923076923077,92.6923076923077,19.615384615384617,18.76923076923077,0.6923076923076923,252.46153846153845,252.53846153846155,83.6923076923077,97.6923076923077,22.692307692307693,20.615384615384617,0.6923076923076923,True,Giants,Lions,NYG,DET,17,6,home,23,186,268,114,56,15,2016,Giants_Lions_15_2016
